"bu_code","bu_naam","parkeren_pct","auto_pct","voet_pct","fiets_pct"
"BU01411201","Parkweg en omgeving",0.07,0.57,0.30,0.07
"BU01060807","Kloosterhage",0.04,0.62,0.33,0.01
"BU01060810","Planetenbuurt",0.06,0.71,0.15,0.08
"BU01060811","De Zoom",0.03,0.91,0.02,0.05
"BU01091011","Hare",0.04,0.87,0.02,0.07
"BU01091013","De Heege en De Mars",0.19,0.73,0.01,0.07
"BU05880309","Overige verspreide huizen Zuid-Beijerland",0.03,0.82,0.04,0.10
"BU01144500","Emmerschans",0.10,0.58,0.24,0.07
"BU01060813","Groene Dijk",0.08,0.82,0.05,0.05
"BU01091012","Leeuwerikenveld",0.19,0.71,0.01,0.09
"BU01411102","Arendsboer en omgeving Noord",0.11,0.52,0.33,0.04
"BU08552907","Kanaalzone Bosscheweg",0.06,0.53,0.29,0.12
"BU03637400","Nintemanterrein",0.04,0.65,0.28,0.03
"BU01060817","Uitbreidingsgebied Kloosterveen",0.00,0.75,0.00,0.25
"BU01144101","Emmen over 't spoor",0.19,0.56,0.19,0.06
"BU01411202","Vriezenveenseweg en omgeving Haghoek West",0.06,0.58,0.32,0.03
"BU01069902","Het grote Veld",0.00,0.90,0.01,0.09
"BU01091219","Nieuwe Krim",0.00,1.00,0.00,0.00
"BU01710117","Emmeloord-Bedrijventerrein A6",0.00,0.88,0.00,0.12
"BU01069903","Ubbena Oost",0.00,0.97,0.01,0.02
"BU08553402","Goirleseweg West",0.08,0.74,0.15,0.02
"BU01069905","Ubbena West",0.00,0.84,0.07,0.09
"BU03638705","Schipluidenbuurt",0.03,0.52,0.33,0.12
"BU01069906","Rhee",0.00,0.79,0.01,0.19
"BU01069910","Bos en Golf",0.05,0.50,0.35,0.10
"BU01069907","Ter Aard",0.00,0.73,0.00,0.27
"BU01069908","Ter Aard",0.02,0.74,0.08,0.15
"BU01069911","Witten",0.11,0.79,0.02,0.09
"BU01091218","Nieuwe Krim",0.01,0.99,0.00,0.00
"BU01091000","Coevorden-Centrum",0.17,0.44,0.35,0.03
"BU01069909","Zeijerveld",0.00,0.86,0.04,0.10
"BU01069912","Witten",0.01,0.68,0.00,0.31
"BU01091001","Lootuinen",0.07,0.65,0.18,0.09
"BU02620006","Molengronden",0.09,0.65,0.20,0.06
"BU01069913","Graswijkbuurt",0.00,0.97,0.02,0.01
"BU01069914","Anreep",0.00,0.95,0.00,0.05
"BU01069915","Anreep/Schieven",0.00,0.92,0.01,0.08
"BU01069916","Schieven",0.00,0.60,0.14,0.25
"BU01069917","Natuurgebied Amelte",0.00,0.69,0.13,0.19
"BU01093068","Nieuwlande",0.00,0.96,0.00,0.04
"BU01411209","wijk 12",0.16,0.65,0.11,0.08
"BU01091320","Weijerswold",0.00,0.79,0.00,0.21
"BU01091421","Vlieghuis en Padhuis",0.01,0.90,0.01,0.08
"BU01092022","Dalen",0.07,0.75,0.14,0.04
"BU01411104","Arendsboer en omgeving Zuid",0.11,0.53,0.34,0.01
"BU01092026","Dalerpeel",0.06,0.86,0.08,0.00
"BU01092023","Dalen",0.13,0.79,0.02,0.06
"BU01092024","Wachtum",0.00,0.97,0.03,0.00
"BU01092025","Wachtum",0.00,0.97,0.00,0.02
"BU01932020","Spoolde",0.04,0.88,0.04,0.03
"BU01093033","Oosterhesselen",0.00,0.91,0.02,0.07
"BU01093034","Gees",0.05,0.83,0.02,0.10
"BU01094040","Sleen",0.08,0.80,0.10,0.02
"BU01411300","Ootmarsumsestraat en omgeving",0.17,0.49,0.28,0.07
"BU01093039","Geesbrug",0.03,0.91,0.02,0.05
"BU01094045","'t Haantje",0.02,0.77,0.03,0.19
"BU01933130","Aalanden-Oost",0.14,0.37,0.35,0.14
"BU01094042","Sleen",0.00,0.92,0.00,0.07
"BU01411105","Riet Zuid",0.16,0.38,0.45,0.01
"BU01094054","Achterste Erm",0.00,0.89,0.00,0.11
"BU01094046","Noord-Sleen",0.01,0.89,0.01,0.10
"BU01140708","Ericasestraat",0.00,0.72,0.01,0.26
"BU01144800","Parc Sandur",0.09,0.68,0.15,0.07
"BU01094051","Schoonoord",0.01,0.88,0.02,0.09
"BU01411400","Dijkstraat en omgeving",0.10,0.52,0.35,0.03
"BU01094052","Veenoord",0.00,0.87,0.01,0.13
"BU01094053","Erm",0.01,0.94,0.01,0.04
"BU01094056","Holsloot",0.00,0.99,0.00,0.01
"BU01411501","Wonde en omgeving",0.11,0.49,0.40,0.01
"BU01095066","Benneveld",0.00,0.91,0.02,0.07
"BU01094057","Elm",0.01,0.83,0.09,0.06
"BU01095060","Zweeloo",0.02,0.90,0.02,0.06
"BU01095061","Meppen",0.01,0.93,0.01,0.06
"BU01140104","Weerdingerkanaal",0.06,0.77,0.10,0.08
"BU01186204","Industriegebied Buitenvaart",0.00,0.88,0.04,0.08
"BU01095067","Wezuperbrug",0.00,0.90,0.05,0.05
"BU01140100","Derde Kruisdiep",0.05,0.76,0.14,0.04
"BU01411502","Witvoet en omgeving",0.18,0.41,0.31,0.09
"BU01145100","Weerdinge",0.03,0.75,0.07,0.15
"BU01140609","Nieuw-Amsterdam",0.02,0.92,0.01,0.05
"BU01140700","Erica-Centrum",0.10,0.63,0.20,0.07
"BU01411604","Ossenkoppelerhoek-West",0.11,0.52,0.34,0.04
"BU01411605","Ossenkoppelerhoek-Midden-Zuid",0.17,0.46,0.33,0.04
"BU03020003","Hulshorst",0.11,0.68,0.09,0.12
"BU01140702","Beekweg",0.01,0.99,0.00,0.00
"BU01140707","Verlengde Vaart",0.00,0.81,0.00,0.18
"BU01140800","Klazienaveen-Noord",0.09,0.65,0.20,0.06
"BU01141009","Schoonebeek",0.05,0.86,0.06,0.02
"BU01140709","Erica",0.03,0.91,0.02,0.03
"BU01141001","Oosterse Bos en Middendorp",0.02,0.79,0.00,0.19
"BU01145000","Barger-Oosterveld",0.08,0.66,0.17,0.09
"BU17010500","Eemster",0.01,0.98,0.01,0.00
"BU01140807","Tuinbouwcentrum Klazienaveen",0.01,0.97,0.00,0.03
"BU01140809","Klazienaveen",0.02,0.84,0.08,0.06
"BU01144100","Emmen-omgeving Oude Roswinkelerweg",0.07,0.71,0.14,0.08
"BU01140900","Zwartemeer-Centrum",0.05,0.75,0.14,0.07
"BU01140901","Kamerlingswijk",0.04,0.78,0.08,0.10
"BU01140909","Zwartemeer",0.01,0.71,0.03,0.25
"BU01141000","Schoonebeek",0.10,0.62,0.20,0.07
"BU01411700","Hofkamp-West",0.13,0.59,0.27,0.01
"BU01190001","Indische buurt",0.16,0.46,0.34,0.03
"BU01141003","Zandpol",0.08,0.79,0.09,0.04
"BU01141004","Industrieterrein De Vierslagen",0.08,0.89,0.00,0.03
"BU01141300","Veenoord",0.10,0.80,0.08,0.03
"BU09955222","Warande West",0.19,0.64,0.13,0.04
"BU01141309","Veenoord",NULL,NULL,NULL,NULL
"BU01142100","Nieuw-Schoonebeek",0.09,0.62,0.20,0.08
"BU01142101","Westelijk Nieuw-Schoonebeek",0.00,0.81,0.02,0.16
"BU01142102","Oostelijk Nieuw-Schoonebeek",0.03,0.79,0.00,0.17
"BU01142109","Nieuw-Schoonebeek",0.00,0.91,0.02,0.07
"BU01143209","Weiteveen",0.01,0.67,0.23,0.09
"BU01144000","Emmen-Centrum",0.19,0.41,0.38,0.02
"BU01411701","Hofkamp-Oost",0.09,0.53,0.32,0.07
"BU01185401","Hollandscheveld-West",0.00,0.81,0.01,0.18
"BU01185402","Hollandscheveld-Oost",0.03,0.80,0.12,0.05
"BU01185801","Tiendeveen",0.01,0.91,0.00,0.08
"BU01185900","Stuifzand kern",0.05,0.67,0.25,0.03
"BU03920403","Geschiedschrijversbuurt",0.12,0.47,0.36,0.05
"BU01185601","Nieuwlande",0.00,0.88,0.05,0.07
"BU01185701","Nieuweroord",0.00,0.91,0.01,0.08
"BU01186100","Zuideropgaande Nieuw Moscou",0.04,0.85,0.03,0.09
"BU01185901","Stuifzand",0.00,0.90,0.00,0.09
"BU01190800","Blankenstein",0.01,0.75,0.13,0.10
"BU01186000","Pesse kern",0.06,0.80,0.13,0.01
"BU01186002","Pesse-West",0.02,0.93,0.03,0.03
"BU01186001","Pesse-Oost",0.00,0.94,0.01,0.05
"BU01186205","Alteveer",0.01,0.97,0.00,0.03
"BU01190900","Industrieterrein Noord I",0.00,0.84,0.04,0.12
"BU01411404","Aalderinkshoek Zuidoost",0.04,0.57,0.26,0.13
"BU01186206","Nijstad",0.03,0.90,0.01,0.07
"BU01190901","Industrieterrein Noord II",0.01,0.84,0.07,0.07
"BU01190302","Reestlanden",0.01,0.78,0.12,0.09
"BU01190303","Schildersbuurt",0.11,0.51,0.37,0.01
"BU01190400","Plantenbuurt",0.07,0.74,0.15,0.04
"BU01190401","Scheepsbuurt",0.06,0.82,0.08,0.04
"BU01190500","Bloemenbuurt",0.11,0.57,0.29,0.02
"BU01191000","Industrie Oevers A",0.05,0.78,0.02,0.14
"BU01932100","Oud-Westenholte",0.07,0.63,0.24,0.06
"BU01191100","Verspreid gebied Meppel Noord",0.00,0.95,0.00,0.05
"BU01191208","Nijeveense Bovenboer",NULL,NULL,NULL,NULL
"BU01191209","Verspreid gebied Nijeveen",0.01,0.89,0.01,0.09
"BU01932110","Westenholte-Stins",0.14,0.35,0.28,0.22
"BU01191101","Verspreid gebied Meppel Oost",0.01,0.68,0.20,0.11
"BU01411805","Schelfhorst-Zuidoost",0.10,0.59,0.24,0.07
"BU01191300","Rogat",0.01,0.96,0.01,0.01
"BU01191301","Broekhuizen",NULL,NULL,NULL,NULL
"BU01191302","De Schiphorst",0.00,0.92,0.00,0.08
"BU02680843","Kerkenbos",0.03,0.73,0.09,0.15
"BU01191102","Verspreid gebied Meppel Zuid",0.11,0.83,0.02,0.04
"BU01191200","Nijeveen Oost",0.02,0.92,0.02,0.04
"BU02630101","Well",0.05,0.72,0.19,0.04
"BU01411309","wijk 13",0.02,0.83,0.07,0.08
"BU01411906","Huttenveld",0.03,0.70,0.17,0.09
"BU01411409","wijk 14",0.09,0.76,0.09,0.07
"BU01411500","Nieuwstraat en omgeving",0.17,0.51,0.30,0.02
"BU01411806","Veenelanden",0.00,0.87,0.00,0.13
"BU01411703","Kollenveld-Bolkshoek",0.04,0.85,0.09,0.02
"BU01411908","De Grens",0.16,0.74,0.07,0.03
"BU01411709","Hofkamp",0.01,0.83,0.06,0.11
"BU01411800","Schelfhorst-Zuidwest",0.06,0.61,0.25,0.08
"BU19001804","Ferwoude",0.09,0.71,0.13,0.07
"BU01411901","Kanaalzijde",0.07,0.66,0.13,0.13
"BU01411902","Leemslagen-Noord",0.15,0.51,0.24,0.10
"BU01411903","Leemslagen-Zuid",0.14,0.55,0.21,0.10
"BU01411904","Zeven Bosjes",0.02,0.81,0.11,0.06
"BU01412002","Bedrijvenpark Twente",0.11,0.86,0.01,0.01
"BU05130503","Achterwillenseweg",0.06,0.41,0.48,0.05
"BU01412009","wijk 20",0.01,0.93,0.00,0.06
"BU01470000","Bornsche Maten",0.11,0.60,0.24,0.06
"BU01470001","Borne Centrum",0.13,0.50,0.32,0.05
"BU01470002","'t Wensink Noord",0.06,0.58,0.31,0.05
"BU19420004","Cereslaan",0.17,0.42,0.38,0.03
"BU01470009","Borne-West",0.02,0.90,0.05,0.04
"BU01480104","Polhaar",0.10,0.58,0.31,0.01
"BU01932230","Werkeren",0.12,0.51,0.34,0.03
"BU01470100","Borne-Oost",0.08,0.77,0.14,0.01
"BU01480106","Gernermarke-Oosterdalfsen",0.07,0.61,0.25,0.07
"BU01480107","Bedrijventerrein Rondweg",0.04,0.89,0.02,0.04
"BU01480108","Ankum kern",0.12,0.55,0.33,0.00
"BU01480111","Welsum-Gerner",0.06,0.83,0.05,0.05
"BU01470102","Zenderen",0.02,0.91,0.04,0.04
"BU01470105","Hertme",0.04,0.64,0.30,0.02
"BU03610301","Oosterhout",0.17,0.47,0.29,0.08
"BU01750101","Kern Ommen - Centrum",0.15,0.50,0.33,0.02
"BU01470106","Hertme",0.00,0.92,0.01,0.07
"BU01480101","Dalfsen Centrum",0.20,0.41,0.37,0.02
"BU01480102","Vechtvliet-Leemcule",0.02,0.65,0.32,0.00
"BU01931170","Meppelerstraatweg-Zuid",0.10,0.55,0.18,0.17
"BU03632802","Oosterparkbuurt Zuidoost",0.15,0.29,0.52,0.03
"BU01480109","Ankum",0.01,0.95,0.03,0.02
"BU01480206","Bedrijventerrein De Grift",0.02,0.95,0.01,0.02
"BU01480113","Dalmsholte",0.00,0.92,0.00,0.08
"BU01480110","Dalfserveld",0.00,0.93,0.00,0.06
"BU01480119","Oudleusenerveld",0.01,0.93,0.00,0.06
"BU01530404","Deppenbroek",0.15,0.45,0.40,0.00
"BU01480303","Nieuwe Landen",0.05,0.66,0.27,0.02
"BU01931180","Bedrijventerrein Floresstraat",0.04,0.67,0.21,0.08
"BU03440524","Watervogelbuurt",0.09,0.34,0.53,0.04
"BU01480112","Hessum-Rechteren",0.01,0.92,0.02,0.06
"BU01480203","Nieuwleusen Centrum-zuid",0.06,0.61,0.28,0.05
"BU01480202","Nieuwleusen Centrum-noord",0.29,0.41,0.24,0.06
"BU01480305","Lemelerveld west",0.01,0.88,0.05,0.06
"BU01480114","Millingen",0.02,0.66,0.24,0.08
"BU01480115","Emmen-De Marshoek",0.02,0.82,0.04,0.12
"BU01480116","Hoonhorst kern",0.06,0.65,0.28,0.01
"BU01480117","Lenthe",0.00,0.97,0.00,0.03
"BU01480301","Lemelerveld kern west",0.12,0.56,0.28,0.04
"BU01480304","Bedrijventerrein 't Febriek",0.09,0.91,0.00,0.00
"BU01480201","Nieuwleusen Noord",0.11,0.66,0.22,0.01
"BU01480204","Nieuwleusen Zuid",0.18,0.58,0.23,0.02
"BU01480205","Westerbouwlanden",0.07,0.64,0.26,0.03
"BU01480302","Lemelerveld kern oost",0.09,0.61,0.29,0.01
"BU01480207","Bedrijventerrein De Evenboer",0.11,0.75,0.08,0.06
"BU01480208","De Meele",0.01,0.94,0.02,0.03
"BU01500906","Spikvoorde",0.15,0.58,0.26,0.01
"BU01480209","Oosterhulst",0.02,0.95,0.00,0.02
"BU01480210","Ruitenveen",0.00,0.85,0.00,0.14
"BU01480211","Oosteinde",0.00,0.96,0.00,0.04
"BU01530406","Drienerveld-U.T.",0.12,0.63,0.17,0.07
"BU01530500","Schreurserve",0.13,0.49,0.38,0.00
"BU01500103","Noordenbergkwartier",0.11,0.49,0.38,0.02
"BU06420103","Drinkwaterbedrijf",0.00,0.52,0.28,0.20
"BU01480306","Lemelerveld oost",0.06,0.92,0.01,0.01
"BU01530502","Park Stokhorst",0.10,0.54,0.33,0.03
"BU01530503","Stokhorst",0.04,0.77,0.13,0.06
"BU16670200","Lage Mierde",0.07,0.68,0.18,0.07
"BU01500101","Centrum",0.05,0.33,0.61,0.01
"BU01500102","Bergkwartier",0.17,0.44,0.32,0.07
"BU01500104","Noordenbergsingel",0.11,0.42,0.35,0.13
"BU01530501","Ribbelt-Ribbelerbrink",0.13,0.46,0.40,0.01
"BU01500301","Noorderplein",0.12,0.53,0.35,0.00
"BU01530605","Wesselerbrink Zuid-West",0.15,0.46,0.36,0.03
"BU01530008","Boddenkamp",0.20,0.47,0.30,0.03
"BU01500105","Singel",0.08,0.38,0.47,0.08
"BU01530601","Stroinkslanden-Zuid",0.16,0.43,0.36,0.05
"BU01530007","Horstlanden-Stadsweide",0.13,0.43,0.41,0.03
"BU01750118","Kern Ommen - Strangen",0.18,0.47,0.33,0.01
"BU01500106","Raambuurt",0.09,0.43,0.45,0.03
"BU01530607","Helmerhoek-Noord",0.10,0.49,0.33,0.09
"BU01500303","Lange Zandstraat",0.11,0.49,0.38,0.01
"BU01500107","Knutteldorp",0.12,0.48,0.33,0.08
"BU01500201","De Hoven",0.10,0.65,0.19,0.07
"BU01530700","Industrie- en havengebied",0.08,0.79,0.05,0.08
"BU01501008","Swormink",0.13,0.56,0.27,0.04
"BU01500302","Zwolseweg",0.07,0.51,0.42,0.01
"BU01530600","Stroinkslanden Noord-Oost",0.07,0.58,0.29,0.06
"BU08260503","Componistenbuurt",0.11,0.53,0.32,0.03
"BU01500304","Zandweerd-Zuid",0.14,0.42,0.39,0.05
"BU01530701","Marssteden",0.01,0.95,0.01,0.04
"BU01580041","De Els",0.11,0.58,0.31,0.00
"BU01530101","Wooldrik",0.07,0.54,0.39,0.01
"BU01933200","Brinkhoek",0.06,0.77,0.05,0.11
"BU01500305","Zandweerd-Noord",0.11,0.52,0.32,0.06
"BU01530602","Stroinkslanden Noord-West",0.07,0.65,0.20,0.08
"BU01530603","Wesselerbrink Noord-Oost",0.19,0.52,0.26,0.03
"BU01530604","Wesselerbrink Zuid-Oost",0.14,0.49,0.35,0.02
"BU08260504","De Warande",0.12,0.51,0.22,0.15
"BU01500306","Schrijversbuurt",0.04,0.52,0.37,0.08
"BU01500401","Rode Dorp",0.12,0.45,0.41,0.03
"BU01530606","Wesselerbrink Noord-West",0.11,0.57,0.27,0.05
"BU01934010","Bedrijventerrein de Vrolijkheid",0.07,0.68,0.14,0.11
"BU01500402","Oudegoedstraat",0.06,0.52,0.42,0.00
"BU01530800","Glanerveld",0.10,0.59,0.22,0.09
"BU01530801","Bentveld-Bultserve",0.11,0.52,0.35,0.02
"BU01500403","Burgemeestersbuurt",0.14,0.43,0.42,0.01
"BU01530608","Helmerhoek-Zuid",0.14,0.55,0.27,0.04
"BU01530609","het Brunink",0.00,0.80,0.03,0.17
"BU01530802","Schipholt-Glanermaten",0.16,0.51,0.33,0.00
"BU01500404","Oosterstraat",0.16,0.36,0.48,0.00
"BU01500405","Rielerweg-West",0.12,0.46,0.41,0.01
"BU01530702","Koekoeksbeekhoek",0.13,0.83,0.01,0.04
"BU01500406","Rielerweg-Oost",0.09,0.53,0.26,0.11
"BU01500407","Brinkgreven",0.18,0.64,0.13,0.05
"BU01530703","Kennispark",0.22,0.47,0.20,0.12
"BU01500501","Borgele",0.10,0.52,0.32,0.06
"BU01530103","Varvik-Diekman",0.15,0.52,0.29,0.05
"BU01530104","Sleutelkamp",0.14,0.49,0.31,0.05
"BU01530803","Eekmaat",0.18,0.46,0.34,0.02
"BU01500502","Platvoet",0.13,0.58,0.24,0.06
"BU01500601","Ludgeruskwartier",0.11,0.46,0.37,0.06
"BU01530105","'t Weldink",0.01,0.74,0.08,0.17
"BU01530106","De Leuriks",0.09,0.74,0.09,0.08
"BU17311602","Mantinge",0.01,0.94,0.01,0.05
"BU01500602","Tuindorp",0.09,0.47,0.43,0.02
"BU01530805","Eilermarke",0.11,0.61,0.26,0.02
"BU01530806","De Slank",0.07,0.80,0.01,0.11
"BU02000703","De Mheen",0.10,0.52,0.33,0.06
"BU01500603","Rollecatekwartier",0.05,0.55,0.34,0.05
"BU01530804","Oikos",0.10,0.66,0.22,0.01
"BU01530807","Dolphia",0.09,0.71,0.19,0.01
"BU01934020","Veldhoek",0.00,0.88,0.00,0.12
"BU01500604","Oranjekwartier",0.08,0.50,0.37,0.05
"BU01530901","Dorp Boekelo",0.11,0.63,0.25,0.01
"BU01530200","Cromhoffsbleek-Kotman",0.11,0.58,0.27,0.04
"BU01530201","Boswinkel-De Braker",0.11,0.49,0.39,0.01
"BU02440002","Ten oosten van Apeldoornseweg",0.13,0.65,0.16,0.05
"BU03440525","L. Napoleonplantsoen en omgeving",0.05,0.40,0.52,0.03
"BU01500803","Blauwenoord",0.08,0.69,0.16,0.06
"BU01580003","Haaksbergen Kern-3",0.08,0.60,0.31,0.01
"BU01501001","Snipperling",0.04,0.76,0.12,0.08
"BU01530204","Stadsveld-Zuid",0.12,0.41,0.46,0.01
"BU01500605","Landsherenkwartier",0.14,0.44,0.37,0.05
"BU08890101","Bussereind",NULL,NULL,NULL,NULL
"BU01530202","Pathmos",0.16,0.38,0.45,0.01
"BU01530203","Stevenfenne",0.17,0.43,0.39,0.00
"BU01530206","Stadsveld-Noord-Bruggert",0.07,0.48,0.45,0.00
"BU02000808","Stadhoudersmolen",0.12,0.69,0.10,0.09
"BU01500701","Rivierenbuurt",0.13,0.51,0.28,0.08
"BU01500702","Deltabuurt",0.10,0.52,0.34,0.04
"BU01530808","Eekmaat West",0.13,0.54,0.30,0.03
"BU01530900","Dorp Lonneker",0.09,0.58,0.25,0.07
"BU01500703","Hoornwerk",0.12,0.47,0.31,0.10
"BU01500704","Industrieterrein",0.07,0.74,0.13,0.06
"BU01530300","Tubantia-Toekomst",0.21,0.44,0.31,0.03
"BU01500705","Kloosterlanden",0.03,0.79,0.13,0.04
"BU01580002","Haaksbergen Kern-2",0.06,0.70,0.24,0.00
"BU01530301","Twekkelerveld",0.11,0.43,0.42,0.04
"BU03638202","Zuidwestkwadrant Osdorp Noord",0.11,0.24,0.56,0.08
"BU01500706","Epse-Noord",0.07,0.88,0.03,0.02
"BU01501401","Dorp Lettele",0.09,0.68,0.17,0.06
"BU01601902","Lutten-West",0.33,0.66,0.00,0.01
"BU01501009","Handelspark De Weteringen",0.10,0.80,0.08,0.03
"BU01580020","Leemdijk",0.07,0.80,0.09,0.03
"BU01501301","Okkenbroek",0.02,0.83,0.11,0.04
"BU01580004","Haaksbergen Kern-4",0.03,0.60,0.32,0.04
"BU01580030","Zienesch",0.10,0.57,0.31,0.02
"BU01580040","De Pas",0.15,0.54,0.30,0.01
"BU01500801","Het Oostrik",0.11,0.37,0.44,0.08
"BU09835105","Witveld",0.35,0.57,0.01,0.07
"BU01530401","Bolhaar",0.07,0.61,0.29,0.03
"BU01530003","De Bothoven",0.18,0.47,0.33,0.01
"BU03631302","Spaarndammerbuurt Zuidoost",0.13,0.31,0.48,0.08
"BU01500802","Groot Douwel",0.12,0.56,0.26,0.05
"BU01530004","Hogeland-Noord",0.11,0.48,0.39,0.01
"BU02000504","Matenhoeve",0.09,0.64,0.15,0.12
"BU01500901","Op den Haar",0.12,0.56,0.25,0.07
"BU01580010","Veldmaat 1",0.08,0.60,0.25,0.07
"BU01580011","Veldmaat 2",0.18,0.62,0.19,0.00
"BU01935130","Geren",0.11,0.57,0.19,0.13
"BU01500902","Steinvoorde",0.13,0.47,0.30,0.11
"BU01500903","Graveland",0.00,0.75,0.14,0.11
"BU01500904","Het Jeurlink",0.10,0.52,0.28,0.10
"BU02440003","Hogenkamp en omgeving",0.12,0.58,0.26,0.04
"BU01500905","Het Fetlaer en Spijkvoorder Enk",0.13,0.56,0.23,0.07
"BU01630408","'n Oaln Diek",0.07,0.56,0.22,0.15
"BU01500907","Overig Colmschate-Noord",0.00,0.78,0.03,0.19
"BU01501002","Dorp Colmschate",0.08,0.68,0.16,0.08
"BU01530906","Buurtschap Usselo",0.02,0.90,0.02,0.06
"BU01630700","Dorp Haarle",0.11,0.55,0.30,0.04
"BU01501402","Oude Molen",0.00,0.79,0.01,0.20
"BU01501403","Buitengebied Lettele en Okkenbroek",0.01,0.86,0.02,0.11
"BU01580050","Wolferink 1 en 4",0.09,0.62,0.28,0.02
"BU01580051","Wolferink 2",0.09,0.58,0.30,0.03
"BU01501005","Roessink",0.10,0.61,0.16,0.13
"BU01501003","De Scheg",0.13,0.66,0.16,0.06
"BU01501004","Colmschaterenk",0.13,0.55,0.22,0.10
"BU01530005","Getfert",0.14,0.47,0.38,0.01
"BU01530006","Veldkamp-Getfert-West",0.16,0.52,0.29,0.04
"BU01600804","De Krim",0.02,0.81,0.07,0.10
"BU01501007","Essenerveld",0.08,0.63,0.25,0.04
"BU01580052","Wolferink 5",0.13,0.47,0.38,0.02
"BU01580180","Veldmaat ten zuiden van de spoorlijn",0.01,0.81,0.10,0.08
"BU01932260","Breecamp",0.11,0.51,0.28,0.10
"BU01501006","Het Bramelt",0.08,0.60,0.20,0.12
"BU01530100","Velve-Lindenhof",0.16,0.48,0.35,0.01
"BU01935140","Gerenlanden",0.12,0.48,0.24,0.16
"BU01501010","Bannink",0.00,1.00,0.00,0.00
"BU01501011","Oxerhof",0.00,0.95,0.03,0.02
"BU01501101","Dorp Diepenveen",0.05,0.71,0.21,0.03
"BU01501102","Rande",0.01,0.82,0.07,0.10
"BU01501103","Tjoene",0.04,0.61,0.23,0.11
"BU01530102","Hogeland-Zuid",0.13,0.50,0.36,0.01
"BU01935150","Gerenbroek",0.13,0.46,0.27,0.15
"BU01501201","Dorp Schalkhaar",0.08,0.64,0.25,0.03
"BU01530903","Noord Esmarke",0.01,0.89,0.08,0.02
"BU01530904","Buurtschap Zuid-Esmarke",0.00,0.93,0.01,0.06
"BU01501202","Averlo en Frieswijk",0.00,0.90,0.03,0.08
"BU01530205","Elferink-Heuwkamp",0.11,0.56,0.28,0.04
"BU01530905","Buurtschap Broekheurne",0.01,0.84,0.07,0.08
"BU01501501","Dorp Bathmen",0.06,0.65,0.26,0.03
"BU01530207","'t Zwering",0.11,0.64,0.18,0.07
"BU01530208","Ruwenbos",0.07,0.58,0.20,0.15
"BU02430501","Stadsdennen-Noord",0.08,0.54,0.32,0.06
"BU02283004","Halderbrink",0.08,0.62,0.23,0.08
"BU01501503","Dortherhoek",0.00,0.92,0.00,0.08
"BU01530400","Walhof-Roessingh",0.13,0.48,0.36,0.03
"BU02000604","Woudhuis",0.08,0.61,0.28,0.02
"BU01501504","Zuidloo",0.00,0.93,0.01,0.06
"BU01530000","City",0.05,0.38,0.56,0.02
"BU01530001","Lasonder Zeggelt",0.10,0.48,0.42,0.01
"BU01530002","De Laares",0.14,0.52,0.34,0.00
"BU02000704","Anklaar",0.07,0.54,0.34,0.06
"BU01530902","Buurtschap Lonneker-West",0.06,0.86,0.05,0.04
"BU01530907","Boekelerveld",0.01,0.96,0.02,0.02
"BU01580090","Industriegebied West",0.12,0.69,0.13,0.06
"BU01580091","Industriegebied Brammelo",0.05,0.90,0.05,0.00
"BU01600805","Nieuwlande",0.01,0.99,0.00,0.00
"BU01530908","Buurtschap Twekkelo",0.00,0.94,0.03,0.02
"BU01580001","Haaksbergen Kern-1",0.14,0.49,0.36,0.01
"BU01580160","Langelo ten noorden van de spoorlijn",0.00,0.94,0.06,0.00
"BU01580290","Sint Isidorushoeve",0.00,0.98,0.00,0.02
"BU01580300","Buurse kern",0.12,0.66,0.17,0.05
"BU01580170","Langelo (gedeeltelijk) en Honesch",0.02,0.83,0.05,0.10
"BU01580190","Veldmaat ten noorden van de spoorlijn",0.02,0.85,0.05,0.08
"BU01580200","Sint Isidorushoeve kern",0.11,0.61,0.26,0.02
"BU01580900","Haaksbergen Kern-Centrum",0.14,0.49,0.36,0.01
"BU01600101","Ane Dorp",0.07,0.87,0.00,0.07
"BU01580390","Buurse",0.03,0.81,0.05,0.11
"BU01580490","Brammelo",0.00,0.94,0.00,0.06
"BU01600501","Bergentheim Kern",0.15,0.56,0.28,0.01
"BU01580590","Bretelerveld",0.00,0.99,0.00,0.00
"BU01580690","Stepelo (gedeeltelijk)",0.00,0.87,0.01,0.12
"BU03070206","Bloemweg",0.06,0.53,0.35,0.06
"BU01600102","Ane",0.00,0.99,0.00,0.01
"BU01600201","Anerveen",0.00,0.94,0.05,0.00
"BU01600403","Balkbrug-Zuidoost",0.11,0.66,0.23,0.00
"BU01600404","Balkbrug-Benedenvaart",0.00,1.00,0.00,0.00
"BU01601202","Gramsbergen Uitbreidingsplan",0.08,0.57,0.32,0.03
"BU01600301","Anevelde",0.00,0.96,0.00,0.03
"BU01600401","Balkbrug-Zuidwest",0.08,0.69,0.20,0.03
"BU01600901","Dedemsvaart-Noord",0.12,0.57,0.29,0.01
"BU01600902","Dedemsvaart-Zuidwest",0.09,0.54,0.33,0.04
"BU01600405","De Kolonie",0.00,1.00,0.00,0.00
"BU01600406","Reestgebied (ged.)",0.04,0.84,0.03,0.09
"BU01600601","Brucht",0.19,0.71,0.00,0.09
"BU01600801","De Krim",0.03,0.86,0.01,0.10
