"bu_code","bu_naam","parkeren_pct","auto_pct","voet_pct","fiets_pct"
"BU08556705","De Kuil",0.08,0.53,0.32,0.07
"BU08556707","Bedrijventerrein Kreitenmolen",0.02,0.84,0.05,0.09
"BU08560101","Centrum",0.15,0.45,0.39,0.01
"BU08560102","Bogerd-Vijfhuis",0.12,0.56,0.30,0.01
"BU08556708","Buitengebied Udenhout Zuid-Oost",0.01,0.86,0.00,0.13
"BU08560108","Buurtschap Hoeven",0.07,0.65,0.29,0.00
"BU08556709","Buitengebied Udenhout Zuid-West",0.00,0.85,0.02,0.12
"BU08560109","Hoeven",0.09,0.68,0.19,0.04
"BU08560103","Moleneind-Groenewoud",0.09,0.58,0.30,0.03
"BU08560104","Flatwijk",0.17,0.39,0.40,0.04
"BU08560105","Bitswijk",0.13,0.55,0.32,0.01
"BU08560106","Hoevenseveld",0.12,0.56,0.32,0.00
"BU08560113","Zoggel",0.13,0.58,0.26,0.04
"BU08560114","Vluchtoord",0.04,0.88,0.06,0.02
"BU08560298","Vliegbasis Volkel",0.08,0.78,0.13,0.00
"BU08560115","Loopkant-Liessent-Goorkens",0.07,0.85,0.04,0.04
"BU08560116","Hoenderbos-Velmolen",0.12,0.54,0.30,0.04
"BU08650004","Villapark",0.00,0.84,0.07,0.09
"BU08560117","Eikenheuvel",0.05,0.79,0.07,0.09
"BU08560196","Buitengebied Uden-Oost",0.01,0.93,0.02,0.03
"BU08650005","Schoonveld",0.11,0.47,0.33,0.08
"BU08650001","Taalstraat en omgeving",0.08,0.60,0.27,0.06
"BU08560197","Buitengebied Uden-Zuid",0.00,0.85,0.00,0.15
"BU08560198","Buitengebied Uden-West",0.00,0.86,0.05,0.10
"BU08610000","Veldhoven",0.11,0.60,0.21,0.08
"BU08650200","Cromvoirt",0.05,0.71,0.14,0.11
"BU08700202","Bedrijventerrein Sleeuwijk",0.05,0.94,0.00,0.00
"BU08560199","Buitengebied Maashorst",0.06,0.79,0.05,0.10
"BU08560201","Kom Volkel",0.08,0.60,0.29,0.02
"BU08610100","Heikant-West",0.13,0.43,0.38,0.06
"BU08580005","Kerkakkers",0.10,0.49,0.34,0.06
"BU08650002","Loyola en omgeving",0.04,0.71,0.19,0.07
"BU08560299","Buitengebied-Volkel",0.05,0.83,0.04,0.08
"BU08560301","Odiliapeel",0.09,0.76,0.10,0.05
"BU08580002","Turfberg-Noord",0.07,0.59,0.23,0.11
"BU08560399","Buitengebied-Odiliapeel",0.00,0.93,0.00,0.07
"BU08610102","De Kelen",0.14,0.46,0.36,0.04
"BU09955331","Biomassa",0.00,0.83,0.01,0.16
"BU08580000","Centrum",0.14,0.46,0.34,0.06
"BU08650003","Loonsebaan",0.01,0.74,0.18,0.07
"BU08580001","Geenhoven",0.09,0.55,0.32,0.05
"BU08700291","Sleeuwijksepolder",0.01,0.95,0.01,0.03
"BU08580003","Turfberg-Zuid",0.11,0.56,0.29,0.05
"BU08580004","Hoge Akkers",0.08,0.55,0.31,0.06
"BU08670002","Baardwijk",0.06,0.60,0.30,0.05
"BU08670003","Laageinde",0.14,0.45,0.39,0.02
"BU08580006","Het Gegraaf",0.09,0.50,0.35,0.06
"BU08650000","Centrum",0.12,0.52,0.31,0.06
"BU08700191","Binnenvliet",0.04,0.86,0.10,0.00
"BU08990441","Brunssumer Heide",0.12,0.48,0.35,0.05
"BU08580200","Borkel",0.06,0.71,0.12,0.10
"BU08610207","Zittard",0.04,0.82,0.08,0.07
"BU08580101","Agnetendal",0.08,0.51,0.31,0.10
"BU08580007","Industrieterrein Schaapsloop",0.05,0.78,0.01,0.15
"BU08580100","De Belleman",0.19,0.38,0.34,0.09
"BU08700292","Nieuwe Ban",0.07,0.67,0.07,0.19
"BU08580102","Schepelweijen",0.10,0.55,0.32,0.03
"BU08610003","D'Ekker",0.13,0.47,0.33,0.07
"BU08580105","Keersopperbeemden",0.09,0.54,0.33,0.04
"BU08610004","Zonderwijk",0.10,0.52,0.32,0.06
"BU08580103","Brouwershof",0.10,0.53,0.34,0.03
"BU08580104","Keersop",0.07,0.82,0.11,0.00
"BU08650008","Vughtse Heide en Lunetten",0.10,0.50,0.35,0.05
"BU08700494","Kurenpolder",0.11,0.81,0.06,0.01
"BU19000002","Bolsward-Zuidoost",0.08,0.60,0.30,0.02
"BU09955333","Warande Oost",0.00,0.82,0.00,0.18
"BU08580106","Dommelen",0.13,0.57,0.23,0.07
"BU08610005","'t Look",0.09,0.55,0.31,0.05
"BU08610006","Cobbeek en Centrum",0.13,0.43,0.37,0.07
"BU08790000","Zundert",0.11,0.57,0.30,0.02
"BU08580201","Schaft",0.01,0.78,0.01,0.20
"BU08580208","Klein Borkel en Achterste Brug",0.00,0.90,0.02,0.08
"BU08610101","Heikant-Oost",0.10,0.48,0.35,0.07
"BU08610002","Zeelst",0.09,0.55,0.32,0.05
"BU08650103","Vijverhof",0.10,0.54,0.25,0.11
"BU08580209","Malpiebergse- en Opperheide",0.01,0.91,0.01,0.07
"BU09951774","Stilte bos Camping de Houtrib",0.00,0.76,0.19,0.04
"BU08610001","Meerveldhoven",0.07,0.64,0.22,0.08
"BU08650102","De Baarzen",0.12,0.52,0.33,0.02
"BU09173701","Aarveld",0.04,0.58,0.36,0.03
"BU08990522","Vijverpark",0.09,0.29,0.61,0.01
"BU08610103","De Polders",0.09,0.58,0.25,0.09
"BU08610200","Oerle",0.08,0.58,0.25,0.09
"BU08610201","Zandoerle",0.00,0.91,0.02,0.07
"BU08700201","Kern Sleeuwijk",0.11,0.53,0.29,0.08
"BU08610208","Groote Aard en Vliet",0.02,0.75,0.18,0.05
"BU08610209","Scherpenering en Landsaard",0.09,0.62,0.14,0.15
"BU08650009","Gement",0.00,0.77,0.03,0.20
"BU08650100","Voorburg en omgeving",0.09,0.65,0.23,0.03
"BU08650104","De Vughtse Hoeven",0.14,0.51,0.28,0.07
"BU08660000","Waalre",0.09,0.64,0.21,0.05
"BU08650109","Bergenshuizen",0.05,0.77,0.03,0.14
"BU08650108","Bleijendijk",0.01,0.97,0.01,0.02
"BU08990430","De Struiken",0.09,0.53,0.32,0.06
"BU08650209","Cromvoirt",0.00,0.68,0.22,0.09
"BU09955332","Fauna Bosvalkweg Zuiderpoort",0.22,0.51,0.23,0.04
"BU08660001","Aalst",0.07,0.66,0.18,0.09
"BU08700495","Zuidhollandschepolder",0.01,0.90,0.01,0.07
"BU08700301","Kern Nieuwendijk",0.11,0.62,0.25,0.02
"BU08660002","Voldijn",0.11,0.54,0.29,0.06
"BU08730001","Woensdrecht",0.07,0.66,0.27,0.00
"BU08660003","Ekenrooi",0.07,0.64,0.24,0.06
"BU08660009","Verspreide huizen",0.00,0.73,0.14,0.12
"BU08670000","Centrum",0.14,0.55,0.27,0.03
"BU08670001","Besoijen",0.09,0.60,0.27,0.04
"BU08670008","De Hoef",0.14,0.46,0.31,0.09
"BU08990431","Douvenberg",0.23,0.53,0.22,0.02
"BU08670103","Buitengebeid Capelle",0.00,0.99,0.01,0.00
"BU08700302","Bedrijventerrein Nieuwendijk",0.06,0.70,0.15,0.10
"BU08670004","Antoniusparochie",0.12,0.47,0.39,0.03
"BU08670005","Bloemenoord",0.15,0.49,0.30,0.06
"BU08670006","Zanddonk",0.15,0.45,0.34,0.06
"BU08670007","Meerdijk",0.04,0.63,0.28,0.05
"BU08670010","Industrieterrein Haven",0.02,0.87,0.03,0.08
"BU08670011","Buitengebied Waalwijk Noord",0.00,0.89,0.01,0.09
"BU08670012","Eikendonk",0.10,0.47,0.19,0.24
"BU09831204","Hagerbroek",0.11,0.57,0.25,0.06
"BU08700105","Werkensepolder",0.18,0.49,0.30,0.02
"BU08670013","Recreatieoord",0.05,0.27,0.56,0.12
"BU08740400","Andel",0.11,0.57,0.30,0.03
"BU08670100","Sprang",0.06,0.68,0.20,0.06
"BU08700102","Burchtpolder",0.09,0.53,0.34,0.03
"BU08820220","Brunssumerheide (1)",0.00,0.82,0.01,0.16
"BU08670101","Vrijhoeve",0.08,0.67,0.20,0.05
"BU08670102","Capelle / Nieuwe Vaart",0.03,0.76,0.12,0.09
"BU08670104","Landgoed Driessen",0.12,0.52,0.24,0.11
"BU08670200","Waspik Beneden",0.06,0.70,0.18,0.06
"BU08990523","Rumpener Beemden",0.09,0.52,0.35,0.04
"BU08670202","Industrieterrein Waspik",0.16,0.81,0.03,0.00
"BU08730002","Hoogerheide-Noord",0.07,0.71,0.19,0.03
"BU08700192","Zevenban",0.03,0.81,0.05,0.10
"BU08670201","Waspik Boven",0.05,0.75,0.17,0.02
"BU08700104","Vervoornepolder",0.08,0.59,0.28,0.04
"BU08730003","Industrieterrein De Kooy",0.26,0.73,0.01,0.00
"BU08670203","Buitengebied Waspik",0.01,0.98,0.01,0.00
"BU08700103","Welgelegen",0.12,0.57,0.27,0.04
"BU08700106","Bedrijventerreinen Werkendam",0.09,0.83,0.06,0.02
"BU08700193","Grote Waard",0.00,0.94,0.00,0.06
"BU08700194","Noordwaard",0.01,0.87,0.01,0.11
"BU08700391","Karnemelkpolder",0.01,0.99,0.00,0.00
"BU08990438","Brandenberg",0.00,0.53,0.36,0.11
"BU08700195","Oude Hardenhoek",0.06,0.76,0.08,0.11
"BU08730101","Eiland",0.00,0.78,0.08,0.14
"BU08700392","Gantel",0.00,0.95,0.01,0.05
"BU08700401","Kern Hank",0.09,0.63,0.25,0.03
"BU08700402","Bedrijventerrein Hank",0.01,0.80,0.06,0.12
"BU08700491","Vierbannen",0.05,0.90,0.04,0.01
"BU08700492","Jannezand",0.02,0.91,0.00,0.07
"BU08700493","Aakvlaai",0.03,0.83,0.04,0.10
"BU08700501","Kern Dussen",0.08,0.69,0.21,0.01
"BU08700502","Bedrijventerrein Dussen",0.07,0.93,0.00,0.00
"BU08730000","Hoogerheide",0.11,0.55,0.32,0.02
"BU08730108","ten zuiden van Huijbergen",0.00,0.97,0.03,0.00
"BU08990506","Hofpoel",0.17,0.54,0.27,0.02
"BU08740309","in buitengebied",0.03,0.85,0.07,0.06
"BU08700591","Noordeveld",0.01,0.96,0.00,0.03
"BU08730008","Woensdrecht",0.00,0.96,0.00,0.04
"BU08800004","Plaszoom",0.15,0.42,0.37,0.06
"BU08990510","Op de Vaard",0.08,0.53,0.38,0.01
"BU08730300","Putte",0.08,0.64,0.23,0.05
"BU08730200","Ossendrecht",0.10,0.59,0.29,0.02
"BU08990314","Rode Beek",0.15,0.64,0.07,0.14
"BU08730109","ten noorden van Huijbergen",0.00,0.89,0.04,0.07
"BU08730009","Hoogerheide",0.06,0.84,0.06,0.04
"BU08730100","Huijbergen",0.10,0.60,0.28,0.02
"BU08990315","Op gen Hoes",0.10,0.50,0.34,0.07
"BU08730201","Calfven",0.04,0.78,0.04,0.14
"BU08740200","Rijswijk",0.11,0.59,0.23,0.07
"BU08990316","Oeloven",0.07,0.56,0.34,0.02
"BU08730209","ten oosten van Ossendrecht",0.01,0.93,0.01,0.05
"BU08740500","Uitwijk",0.11,0.74,0.10,0.05
"BU08730208","ten westen van Ossendrecht",0.02,0.95,0.01,0.02
"BU08740002","Oudendijk",0.02,0.88,0.01,0.09
"BU08740501","Waardhuizen",0.06,0.76,0.06,0.12
"BU08990511","Koutenveld",0.36,0.27,0.37,0.00
"BU08730309","Putte",0.01,0.98,0.00,0.00
"BU08740000","Woudrichem binnen de vesting",0.17,0.48,0.29,0.06
"BU08740001","Woudrichem buiten de vesting",0.15,0.53,0.30,0.01
"BU08990317","De Eggen",0.06,0.58,0.35,0.01
"BU08740009","in buitengebied",0.02,0.79,0.03,0.16
"BU08740100","Almkerk",0.15,0.58,0.26,0.01
"BU08740107","Zandwijk en omgeving",0.08,0.81,0.00,0.11
"BU08740209","in buitengebied",0.01,0.75,0.09,0.15
"BU08740300","Giessen",0.31,0.47,0.18,0.04
"BU08740108","Provincialeweg-Noord en omgeving",0.04,0.86,0.02,0.08
"BU08790100","Klein-Zundert",0.10,0.60,0.25,0.05
"BU08990318","Schuttersveld",0.20,0.58,0.19,0.03
"BU08890001","Offenbeek",0.09,0.64,0.27,0.00
"BU08740109","Provincialeweg-Zuid en omgeving",0.06,0.90,0.02,0.02
"BU08790200","Wernhout",0.08,0.59,0.28,0.05
"BU08790400","Rijsbergen",0.11,0.59,0.26,0.03
"BU08790408","in het Oosten",0.01,0.91,0.04,0.04
"BU08790409","in het Westen",0.02,0.79,0.13,0.06
"BU08800000","Oosteinde",0.05,0.60,0.24,0.10
"BU08800201","Uitbreiding-Jisp",0.15,0.54,0.32,0.00
"BU08740409","in buitengebied",0.00,0.89,0.01,0.09
"BU08740509","in buitengebied",0.01,0.93,0.00,0.05
"BU08800005","Middentil",0.18,0.40,0.41,0.01
"BU08800208","Spijkerboor",0.03,0.96,0.01,0.00
"BU08790009","Zundert",0.03,0.79,0.10,0.08
"BU08990527","De Hemelder",0.07,0.59,0.30,0.04
"BU08790109","Klein-Zundert",0.02,0.63,0.26,0.09
"BU08990332","De Kattekoelen",0.00,0.70,0.13,0.16
"BU08790209","Wernhout",0.03,0.84,0.09,0.04
"BU08790300","Achtmaal",0.08,0.53,0.37,0.02
"BU08790309","Achtmaal",0.02,0.86,0.09,0.03
"BU08800200","Jisp",0.05,0.71,0.13,0.11
"BU08800001","Westeinde",0.14,0.52,0.29,0.04
"BU08820204","Lauradorp",0.09,0.60,0.30,0.01
"BU08800002","Oost-Knollendam",0.07,0.78,0.10,0.05
"BU08800003","Molenbuurt",0.17,0.39,0.43,0.01
"BU08800009","in de polder Engewormer",0.05,0.95,0.00,0.00
"BU08800100","Neck (gedeeltelijk)",0.09,0.67,0.24,0.00
"BU08800109","ten noorden van De Middentocht",0.00,0.97,0.00,0.02
"BU08810000","Schinveld",0.06,0.62,0.28,0.04
"BU08810001","Jabeek",0.04,0.72,0.15,0.09
"BU08800108","ten zuiden van De Middentocht",0.02,0.90,0.04,0.04
"BU08800209","Kanaal- en Oudelandsdijk",0.01,0.95,0.04,0.00
"BU08810002","Bingelrade",0.04,0.74,0.14,0.09
"BU08820006","Achter de Haesen",0.14,0.49,0.36,0.01
"BU08810009","Verspreide huizen",0.00,0.45,0.42,0.13
"BU08810003","Merkelbeek-Douvergenhout",0.07,0.71,0.20,0.02
"BU08820003","De Dormig",0.05,0.58,0.34,0.03
"BU09070000","Milsbeek",0.08,0.66,0.21,0.06
"BU09070100","Ottersum",0.10,0.56,0.32,0.02
"BU08820001","Kakert",0.06,0.59,0.30,0.05
"BU08820002","Lichtenberg",0.09,0.51,0.36,0.04
"BU08820004","De Streep",0.09,0.54,0.31,0.07
"BU08820005","Klinkerkwartier",0.11,0.66,0.19,0.04
"BU08820101","Nieuwenhagerheide",0.05,0.59,0.32,0.03
"BU08820009","Achter den Winkel",0.10,0.58,0.28,0.05
"BU08820007","Leenhof",0.03,0.60,0.31,0.06
"BU08820012","Heistraat",0.06,0.62,0.30,0.03
"BU08820008","Schaesberg Centrum",0.10,0.57,0.28,0.06
"BU08820202","Parkheide",0.06,0.62,0.29,0.04
"BU08820010","Mijnbuurt",0.12,0.57,0.24,0.06
"BU08820011","Eiske",0.08,0.55,0.35,0.03
"BU08820203","Namiddagsche Driessen",0.14,0.57,0.25,0.04
"BU08820020","Gravenrode",0.11,0.40,0.33,0.17
"BU08820102","Oud Nieuwenhagen",0.10,0.52,0.36,0.02
"BU08880100","Geverik",0.02,0.79,0.17,0.02
"BU08820103","Hoefveld",0.07,0.61,0.30,0.02
"BU08820120","Buitengebied Brunssumerheide (2)",0.02,0.59,0.31,0.08
"BU08890008","ten oosten en zuiden van de spoorlijn",0.01,0.97,0.01,0.02
"BU08990339","Hendrik en omgeving",0.05,0.76,0.14,0.06
"BU08820201","Abdissenbosch",0.05,0.67,0.17,0.10
"BU08880001","Neerbeek",0.03,0.62,0.29,0.05
"BU08820205","Waubach",0.10,0.58,0.30,0.02
"BU08930220","Oud-Bergen Kern",0.13,0.76,0.11,0.00
"BU08820206","Groenstraat",0.05,0.59,0.30,0.05
"BU08880101","Grootgenhout",0.04,0.81,0.14,0.01
"BU08820207","Rimburg",0.05,0.66,0.24,0.04
"BU08880000","Beek",0.08,0.65,0.24,0.03
"BU08890009","Overige verspreide huizen",0.00,0.97,0.03,0.00
"BU08890100","Beesel",0.04,0.68,0.27,0.01
"BU08990333","Bouwberg",0.01,0.79,0.07,0.13
"BU08890102","Rijkel",0.03,0.97,0.00,0.00
"BU08930110","Aijen Kern",0.02,0.87,0.12,0.00
"BU08880002","Spaubeek",0.04,0.76,0.17,0.04
"BU08930111","Aijen Buitengebied",0.00,0.71,0.29,0.00
"BU08930332","Nieuw-Bergen De Flammert",0.24,0.72,0.02,0.02
"BU08930660","Well-Oost",0.13,0.67,0.19,0.00
"BU08890109","Verspreide huizen",0.01,0.92,0.00,0.07
"BU08930221","Oud-Bergen Buitengebied",0.00,0.69,0.27,0.04
"BU08930330","Nieuw-Bergen Kern",0.10,0.64,0.24,0.02
"BU08930331","Nieuw-Bergen Buitengebied",0.00,0.44,0.48,0.07
"BU08990203","Rozengaard",0.09,0.50,0.38,0.03
"BU08990204","De Kling",0.06,0.58,0.35,0.01
"BU08930440","Afferden Kern",0.07,0.67,0.25,0.00
"BU08990205","Op den Haan",0.04,0.57,0.34,0.05
"BU08990207","Lemmender",0.19,0.51,0.27,0.04
"BU08990208","De Streek",0.05,0.58,0.35,0.02
"BU08930550","Siebengewald Kern",0.11,0.62,0.24,0.03
"BU08930551","Siebengewald Buitengebied",0.03,0.84,0.03,0.10
"BU08930441","Afferden Buitengebied",0.00,0.51,0.44,0.05
"BU08930661","Well-West",0.12,0.57,0.31,0.00
"BU08990225","Bexdelle",0.07,0.56,0.27,0.10
"BU08930770","Wellerlooi Kern",0.12,0.74,0.12,0.02
"BU08930771","Wellerlooi Buitengebied",0.04,0.53,0.36,0.06
"BU08990124","Klingelsberg",0.13,0.54,0.33,0.01
"BU08990512","Centrum",0.15,0.33,0.50,0.03
"BU08990429","Langenberg",0.10,0.52,0.33,0.05
"BU08990134","Treebeek-Zuid",0.13,0.57,0.30,0.01
"BU08990135","Emma",0.05,0.56,0.31,0.08
"BU08990136","Amstenraderveld",0.01,0.81,0.17,0.01
"BU08990144","Treebeek-Noord",0.07,0.59,0.33,0.00
"BU08990201","Houserveld",0.08,0.58,0.30,0.04
"BU08990202","Klingbemden",0.07,0.63,0.27,0.03
"BU08990242","Merkelbeekerdal",0.01,0.80,0.12,0.07
"BU08990243","Buitengebied",0.00,0.91,0.08,0.01
"BU08990340","De Heide",0.12,0.70,0.09,0.10
"BU08990345","Kleikoelen",0.11,0.55,0.24,0.10
"BU08990428","Vondelstraat",0.11,0.55,0.31,0.03
"BU08990519","Kruisberg",0.10,0.49,0.40,0.00
"BU08990520","Achter de Put",0.08,0.53,0.39,0.00
"BU08990521","Haansberg",0.06,0.55,0.31,0.08
"BU09070001","Sprokkelveld",0.06,0.74,0.09,0.10
"BU09070108","Aaldonk-Violenberg",0.00,0.95,0.00,0.04
"BU09070301","Noord",0.03,0.73,0.20,0.04
"BU09070009","Bloemenstraat-Zwarteweg",0.03,0.81,0.02,0.14
"BU09831104","Binnenstad-Noord",0.11,0.51,0.37,0.02
"BU09831205","Hagerhof-oost",0.11,0.50,0.37,0.01
"BU09070109","Looierheide",0.03,0.83,0.05,0.09
"BU09070200","Ven-Zelderheide",0.05,0.67,0.20,0.08
"BU09070302","Midden",0.11,0.55,0.28,0.06
"BU09070303","Zuid",0.13,0.61,0.21,0.05
"BU09173303","Lindeveld",0.07,0.49,0.38,0.06
"BU09070209","Langehorst-Zelder",0.01,0.93,0.01,0.05
"BU09070300","Oude Stadskern",0.15,0.46,0.37,0.03
"BU09570703","Oolder Veste",0.07,0.74,0.18,0.02
"BU09070309","Panoven-Maaskemp",0.00,0.94,0.01,0.05
"BU09070400","Heijen",0.05,0.74,0.15,0.05
"BU09173400","Eikenderveld",0.10,0.56,0.30,0.04
"BU09070408","Heijensebos",0.07,0.83,0.05,0.05
"BU09380202","Geulle",0.02,0.87,0.05,0.06
"BU09172101","Heerlerheide Kom",0.11,0.44,0.42,0.03
"BU09173300","Heerlen-Centrum",0.04,0.32,0.59,0.05
"BU09173002","In de Cramer",0.03,0.65,0.16,0.15
"BU09570701","Herten",0.14,0.54,0.24,0.07
"BU09070409","Diekendaal-Nieuwerf",0.00,0.93,0.02,0.05
"BU09831206","Hagerhof-West",0.12,0.57,0.28,0.03
"BU09171100","Mariarade-Noord",0.03,0.65,0.27,0.05
"BU09171000","Maria Gewanden",0.08,0.60,0.27,0.05
"BU09831207","Wylrehof",0.05,0.73,0.07,0.15
"BU09650002","Huls",0.03,0.73,0.20,0.04
"BU09171001","Terschuren",0.04,0.62,0.30,0.04
"BU09570100","Roermondse Veld",0.13,0.47,0.30,0.10
"BU09841401","Vlakwater",0.04,0.83,0.05,0.09
"BU09171101","Mariarade-Zuid",0.07,0.52,0.36,0.05
"BU09831304","Groenstraat-Zuid",0.09,0.70,0.20,0.01
"BU09570501","Hoogvonderen",0.10,0.50,0.25,0.15
"BU09841501","Veltum 1",0.14,0.50,0.28,0.07
"BU09173202","Meezenbroek",0.11,0.43,0.43,0.02
"BU09173301","Op de Nobel",0.08,0.34,0.52,0.06
"BU09171301","Nieuw Lotbroek-Zuid",0.09,0.54,0.37,0.00
"BU09172004","Vrieheide",0.07,0.57,0.35,0.00
"BU09171200","Hoensbroek-Centrum",0.15,0.46,0.38,0.02
"BU09833202","Bedrijventerrein Windhond",NULL,NULL,NULL,NULL
"BU09831602","Arenborg",0.00,0.94,0.00,0.05
"BU09841502","Veltum 2",0.08,0.78,0.09,0.05
"BU09171201","De Dem en omgeving",0.08,0.50,0.36,0.05
"BU09171300","Nieuw Lotbroek-Noord",0.04,0.61,0.33,0.03
"BU18590005","Haarlo",0.05,0.65,0.24,0.05
"BU09832302","Annakamp-Oost",0.14,0.52,0.30,0.05
"BU09841601","Brukske 1",0.12,0.55,0.22,0.10
"BU09171400","De Koumen",0.03,0.67,0.17,0.13
"BU09954331","Landerijen Noord/West",0.09,0.55,0.28,0.08
"BU09172000","Weggebekker",0.07,0.46,0.38,0.09
"BU09172001","Uterweg",0.06,0.41,0.48,0.05
"BU09173302","'t Loon",0.13,0.39,0.42,0.06
"BU09172002","Nieuw-Einde",0.09,0.47,0.41,0.03
"BU09172003","Versiliënbosch",0.04,0.55,0.37,0.05
"BU09831603","Herungerberg",0.11,0.76,0.05,0.08
"BU09280203","Vink",0.07,0.59,0.31,0.03
"BU09172100","Passart",0.05,0.54,0.37,0.05
"BU09860102","Fromberg",0.00,1.00,0.00,0.00
"BU09172200","Heksenberg",0.08,0.51,0.35,0.07
"BU09710002","Nieuwdorp",0.06,0.66,0.22,0.06
"BU09172201","Pronsebroek",0.10,0.49,0.35,0.06
"BU09951773","Overijsselse Hout Hoefslag Hondsdraf",0.04,0.62,0.20,0.15
"BU09173600","Terworm",0.04,0.77,0.09,0.09
"BU09172402","Schelsberg",0.02,0.53,0.29,0.16
"BU09280201","Hopel",0.09,0.56,0.28,0.07
"BU09831208","bedrijventerrein Hagerhof",0.01,0.64,0.23,0.12
"BU09831302","Rijnbeek",0.07,0.59,0.34,0.00
"BU09172300","Verspreide huizen",0.01,0.19,0.72,0.08
"BU09172400","Groot Rennemig",0.14,0.52,0.31,0.03
"BU09831209","Onderste en Bovenste Molen",0.02,0.85,0.01,0.13
"BU09172401","Beersdal",0.06,0.61,0.24,0.09
"BU09280204","Chevremont",0.10,0.51,0.36,0.03
"BU09280205","Haanrade",0.04,0.58,0.37,0.01
"BU09173000","Husken",0.00,0.49,0.46,0.04
"BU09570000","Binnenstad",0.11,0.48,0.33,0.08
"BU09570201","De Kemp",0.09,0.49,0.30,0.12
"BU09173001","Zeswegen",0.12,0.44,0.36,0.07
"BU09173100","Musschemig",0.03,0.58,0.31,0.08
"BU09173700","Bekkerveld",0.12,0.37,0.43,0.08
"BU09952111","Karveel Oost",0.06,0.55,0.30,0.09
"BU09510302","Oensel",0.02,0.78,0.07,0.13
"BU09570601","Asenray",0.01,0.80,0.11,0.07
"BU09173203","Schaesbergerveld",0.09,0.46,0.37,0.07
"BU09173101","Grasbroek",0.11,0.45,0.38,0.07
"BU09570700","Ool",0.01,0.87,0.06,0.05
"BU09832501","Klingerberg-Zuid",0.09,0.47,0.32,0.12
"BU09831604","Veegtes",0.05,0.72,0.21,0.02
"BU09173102","Schandelen",0.08,0.50,0.36,0.06
"BU09831605","Noorderpoort",0.00,0.78,0.11,0.11
"BU09173103","Hoppersgraaf",0.11,0.42,0.38,0.08
"BU09831210","Krekelveld",0.13,0.47,0.40,0.00
"BU09173200","Palemig",0.08,0.54,0.30,0.08
"BU09173201","Burettestraat en omgeving",0.06,0.41,0.41,0.11
"BU09832303","Annakamp-West",0.07,0.60,0.33,0.00
"BU09832304","Zonneveld",0.21,0.51,0.25,0.03
"BU09173500","Ten Esschen",0.05,0.79,0.06,0.09
"BU09570001","Voorstad",0.11,0.48,0.34,0.07
"BU09173601","Welten-Dorp",0.06,0.63,0.26,0.06
"BU09173603","Benzenrade",0.00,0.80,0.18,0.02
"BU09280000","Spekholzerheide",0.12,0.58,0.25,0.06
"BU09173801","Douve Weien",0.11,0.51,0.34,0.04
"BU09570003","Roerzicht",0.15,0.45,0.28,0.12
"BU09650101","Bocholtzerheide",0.09,0.78,0.11,0.02
"BU09173602","Ziekenhuis",0.04,0.65,0.22,0.09
"BU09952442","Botter West",0.09,0.51,0.34,0.05
"BU09173800","Caumerveld",0.03,0.58,0.36,0.03
"BU09954224","Merenbuurt",0.13,0.44,0.40,0.03
"BU09173901","Dr. Nolensplein en omgeving",0.11,0.58,0.28,0.02
"BU09570002","Roer-Zuid",0.05,0.55,0.23,0.17
"BU09831303","Groenstraat-Noord",0.02,0.62,0.36,0.00
"BU09570004","Willem-Alexander",0.22,0.62,0.14,0.02
"BU09173900","Molenbergpark",0.04,0.48,0.43,0.04
"BU09833207","Snelle Sprong",0.00,0.93,0.01,0.05
"BU09173902","Dr. Schaepmanplein en omgeving",0.12,0.44,0.40,0.05
"BU09280001","Heilust",0.14,0.42,0.36,0.08
"BU09280103","Holz",0.16,0.49,0.32,0.03
"BU15070409","De Afhang",0.08,0.68,0.22,0.01
"BU09174000","Heerlerbaan-Oost",0.12,0.47,0.37,0.04
"BU09280101","Erenstein",0.12,0.49,0.38,0.01
"BU18590101","Eibergen-West",0.06,0.56,0.28,0.10
"BU09174100","Egstraat en omgeving",0.10,0.54,0.30,0.06
"BU09280102","Rolduckerveld",0.09,0.47,0.40,0.04
"BU09952112","Karveel West",0.09,0.54,0.32,0.06
"BU09174101","Giezenveld",0.05,0.49,0.38,0.08
"BU09280104","Nulland",0.09,0.55,0.31,0.05
"BU09952113","Boeier",0.01,0.66,0.23,0.10
"BU09174102","Heerlerbaan-West",0.04,0.66,0.22,0.09
"BU09174103","Imstenrade",0.04,0.57,0.36,0.03
"BU09650102","Prickart-Broek",0.01,0.84,0.10,0.05
"BU09174200","Beitel",0.02,0.91,0.04,0.02
"BU09280002","Terwinselen",0.07,0.64,0.26,0.03
"BU09280003","Kaalheide",0.10,0.56,0.31,0.03
"BU09280004","Gracht",0.08,0.70,0.18,0.05
"BU09280009","Dentgenbach",0.06,0.64,0.16,0.13
"BU09280100","Kerkrade-Centrum",0.15,0.46,0.36,0.03
"BU09570101","Vrijveld",0.09,0.49,0.32,0.10
"BU09280105","Bleijerheide",0.13,0.47,0.37,0.03
"BU09280200","Eygelshoven-Kom",0.06,0.63,0.29,0.02
"BU09570200","Kapel-Muggenbroek",0.09,0.53,0.30,0.08
"BU09280202","Waubacherveld",0.02,0.67,0.25,0.06
"BU09350000","Binnenstad",0.03,0.37,0.58,0.02
