bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
Papenvoort;0.01;0.83;0.04;0.13
Toegangsweg;0.12;0.62;0.20;0.06
's-Gravendamseweg;0.02;0.64;0.16;0.19
De Wijngaard;0.13;0.47;0.38;0.02
Loolaankwartier en Beukenstein;0.16;0.64;0.13;0.07
Nieuw-Haamstede;0.11;0.83;0.06;0.01
in het Zandgebied;0.01;0.50;0.33;0.16
Drift-Sportlaan en Bornia;0.12;0.65;0.10;0.13
Lekdijk;0.00;0.93;0.07;0.00
Voorhout;0.01;0.78;0.05;0.16
Hoenderdaal en Emmalaan;0.23;0.46;0.26;0.05
Renesse;0.13;0.54;0.28;0.05
Borger;0.09;0.70;0.17;0.04
Warmond;0.10;0.59;0.29;0.02
Oosteinde;0.09;0.72;0.13;0.06
Warmond;0.07;0.60;0.26;0.07
Doorn-Centrum;0.10;0.58;0.29;0.03
Oudeweg;0.11;0.69;0.19;0.00
in het Lage Land;0.04;0.83;0.13;0.00
Kom Driebergen en Seminarie;0.11;0.48;0.36;0.06
Westdorp;0.00;0.89;0.00;0.11
Landelijk Gebied noordzijde;0.01;0.76;0.21;0.02
Driebergen-Noord;0.03;0.66;0.27;0.04
Elsendorp;0.16;0.67;0.12;0.05
't Zand;0.06;0.58;0.33;0.03
in het Lage Gebied Darthuizen;0.02;0.98;0.00;0.00
Maarsbergen;0.08;0.80;0.09;0.03
op de Heuvelrug;0.00;0.87;0.10;0.03
Heuvelrug;0.02;0.73;0.10;0.15
in de Geldersche Vallei Overberg;0.00;0.95;0.04;0.01
Amerongen;0.10;0.60;0.27;0.03
Maarn waaronder Klein Amsterdam;0.07;0.78;0.13;0.02
Hooiland;0.15;0.46;0.35;0.05
op de Heuvelrug;0.04;0.79;0.11;0.05
Vrouwenhof;0.04;0.55;0.32;0.09
Bruisterbosch;0.01;0.95;0.03;0.01
Schatberg;0.12;0.54;0.33;0.01
Sint Josephbuurt;0.11;0.47;0.40;0.01
Oud-Annerveen;0.00;0.93;0.06;0.00
Den Esch;0.14;0.52;0.28;0.06
Keijenburg;0.06;0.59;0.29;0.06
Centrum;0.18;0.38;0.41;0.02
Lindebrook;0.12;0.74;0.05;0.10
Veld Oost;0.13;0.47;0.37;0.03
Veld West;0.11;0.43;0.44;0.02
Fatima-villapark;0.08;0.61;0.24;0.07
Broek;0.13;0.51;0.35;0.01
Ellertshaar;0.00;0.93;0.07;0.00
De Kamp Zuid;0.11;0.57;0.28;0.04
Broekdijk;0.08;0.53;0.35;0.04
Flierbeek;0.10;0.63;0.27;0.01
Buitengebied Lichtenvoorde;0.02;0.91;0.03;0.03
Nieuwe Kamp;0.23;0.57;0.18;0.02
Oude Kamp;0.24;0.46;0.27;0.03
Bebouwde kom Harreveld;0.13;0.50;0.35;0.01
Buitengebied Harreveld;0.00;0.94;0.01;0.04
Het Blik;0.18;0.41;0.34;0.07
Bebouwde kom Vragender;0.09;0.60;0.30;0.00
Buitengebied Vragender;0.02;0.86;0.01;0.11
Bebouwde kom Zieuwent;0.11;0.53;0.34;0.01
Buitengebied Zieuwent;0.00;0.89;0.01;0.10
Noord-West;0.09;0.52;0.36;0.04
Verspreide huizen;0.01;0.86;0.11;0.02
Parklaan-Hoogstraat;0.11;0.54;0.30;0.05
Kloosterweg en omgeving;0.01;0.83;0.06;0.10
Banninghof;0.15;0.54;0.31;0.00
Eesergroen;0.00;0.97;0.00;0.03
Bebouwde kom Lievelde;0.11;0.53;0.35;0.01
Buitengebied Lievelde;0.01;0.90;0.01;0.08
Kantens;0.06;0.65;0.30;0.00
Zandeweer;0.05;0.63;0.31;0.01
Binnenstad Groenlo;0.14;0.43;0.40;0.02
Lagezoom;0.00;0.63;0.00;0.36
Papendijk;0.06;0.54;0.37;0.03
Berkelse Poort;0.25;0.46;0.14;0.15
Componistenbuurt;0.08;0.53;0.31;0.07
Zwolle;0.07;0.76;0.15;0.01
Buitengebied Groenlo;0.00;0.91;0.01;0.07
hartreize;0.05;0.56;0.31;0.08
Doodstil;0.00;0.88;0.12;0.00
ten westen van Renesse;0.00;0.44;0.23;0.33
Bedrijventerrein Brandemat;0.04;0.56;0.28;0.12
Eppenhuizen;0.00;0.87;0.10;0.03
Groenlo-Zuid;0.03;0.68;0.23;0.05
Usquert;0.05;0.63;0.26;0.05
Reusel;0.14;0.58;0.27;0.02
IndustrieterreinDen Sliem;0.00;0.62;0.17;0.20
Ursem-Centrum;0.13;0.55;0.31;0.00
Oosteres;0.00;0.64;0.34;0.02
Avenhorn;0.14;0.55;0.24;0.07
Marveld;0.47;0.23;0.21;0.09
De Goorn;0.10;0.67;0.18;0.05
Eexterveen;0.03;0.94;0.04;0.00
Noordrand;0.02;0.51;0.31;0.16
Spoorstraat-Van Coothlaan;0.11;0.48;0.36;0.05
Grosthuizen;0.01;0.95;0.01;0.03
Voorste Heikant en Weijereind;0.01;0.83;0.06;0.09
Industrieterrein Laarberg;0.02;0.81;0.01;0.16
Bebowde kom Marienvelde;0.13;0.61;0.25;0.01
Buitengebied Marienvelde;0.00;0.95;0.00;0.05
Spoorhaven;0.15;0.52;0.18;0.16
Berkhout;0.04;0.82;0.09;0.04
De Krogten;0.09;0.51;0.31;0.09
Wouw in het Zuiden;NULL;NULL;NULL;NULL
Boterdorpse Zoom;0.15;0.56;0.25;0.05
Bobeldijk;0.00;0.92;0.03;0.04
Kalsdonk;0.16;0.43;0.37;0.04
Bijlstraat;0.18;0.42;0.40;0.00
Spierdijk;0.03;0.83;0.11;0.03
Rustenburg;0.02;0.89;0.08;0.01
De Tuinen;0.20;0.43;0.35;0.02
Overbuurtse Polder;0.02;0.89;0.03;0.06
Noorddijk en omgeving;0.03;0.81;0.05;0.11
Nijverheidswerf;0.16;0.45;0.35;0.04
Obdam;0.10;0.67;0.21;0.02
Kroeven-Zuidoost;0.12;0.53;0.30;0.05
Lauwersoog;0.11;0.70;0.07;0.12
Borteldonk;0.01;0.80;0.07;0.11
Mensingeweer;0.04;0.73;0.13;0.10
Mijzer polder;0.00;1.00;0.00;0.00
Heerle;0.06;0.64;0.24;0.06
Scharwoude;0.08;0.67;0.14;0.11
Welgelegen;0.14;0.48;0.38;0.00
Oudendijk;0.01;0.91;0.01;0.07
langs Obdammerdijk;0.01;0.88;0.05;0.07
in Berkmeer polder;0.00;1.00;0.00;0.00
Minnebeek-Watermolen;0.15;0.47;0.27;0.11
Hensbroek;0.05;0.76;0.19;0.00
Edelsteenbuurt;0.12;0.62;0.26;0.01
Eexterzandvoort;0.01;0.99;0.01;0.00
Kern Haler;0.07;0.70;0.23;0.00
Wogmeer;0.00;0.96;0.04;0.00
Schreyracker;0.04;0.72;0.08;0.15
Hoeksekade;0.12;0.45;0.33;0.09
Dorp Bergschenhoek;0.11;0.48;0.38;0.03
Gieterveen;0.04;0.75;0.20;0.00
De Driehoek;0.02;0.70;0.06;0.22
Hamrikkerweg;0.00;1.00;0.00;0.00
Warfhuizen;0.01;0.65;0.27;0.06
Industrieterrein Bavaria;0.04;0.75;0.03;0.18
Bergsche Ackers;0.11;0.50;0.31;0.07
Schouwerzijl;0.06;0.72;0.22;0.00
Gasselterboerveen;0.00;1.00;0.00;0.00
Nijlande;0.00;0.99;0.00;0.01
Smilde-Centrum;0.10;0.65;0.21;0.05
Oosteindsche Ackers;0.13;0.51;0.31;0.05
Heereveld;0.01;0.85;0.00;0.13
Smilde-Zuid;0.01;0.78;0.08;0.13
Drouwenerveen;0.01;0.95;0.00;0.04
Ackerse Zoom;0.14;0.50;0.28;0.08
De Mortel;0.12;0.63;0.23;0.02
Beemdenbuurt;0.16;0.49;0.34;0.01
Eilandenbuurt;0.18;0.42;0.36;0.04
't Lage van de Weg;0.00;0.74;0.26;0.00
Berkel Dorp;0.20;0.42;0.35;0.02
Wilderszijde;0.09;0.59;0.15;0.17
in de nieuwe polders;0.00;0.84;0.15;0.00
Bonnerveen;0.00;0.98;0.00;0.01
Bergse Nos;0.10;0.39;0.26;0.25
Weg en Land;0.04;0.85;0.06;0.06
Warmoeziersweg;0.07;0.88;0.03;0.02
Gemert-Centrum;0.14;0.54;0.29;0.02
Parkbuurt;0.14;0.47;0.25;0.14
Gemert-Noord;0.14;0.53;0.30;0.03
Bomen- en Struikenbuurt;0.13;0.48;0.36;0.02
Oosternieland;0.01;0.87;0.06;0.06
Oranjebuurt;0.17;0.42;0.40;0.01
Annie M.G. Schmidtpark Midden;0.07;0.35;0.34;0.24
Gemert-Oost;0.13;0.56;0.29;0.02
Laarderwegkwartier;0.10;0.43;0.39;0.09
Sterrenbuurt;0.13;0.36;0.46;0.05
Roodeschool;0.04;0.69;0.19;0.08
Oosteinde;0.02;0.62;0.24;0.12
Rivierenbuurt;0.13;0.37;0.40;0.10
Industrieterrein Scheiweg;0.27;0.63;0.02;0.08
Merenbuurt;0.19;0.36;0.37;0.08
Bonfut;0.07;0.71;0.10;0.12
Hooilandseweg;0.00;0.72;0.07;0.20
Hefswal;0.03;0.73;0.24;0.00
Havenbuurt;0.16;0.43;0.36;0.05
Noordeinde;0.02;0.67;0.13;0.19
Bloemenbuurt;0.07;0.47;0.42;0.04
Doonheide;0.07;0.60;0.28;0.05
Spiegelzicht;0.05;0.60;0.36;0.00
Parc Rodenrijs;0.15;0.48;0.32;0.04
Vogelbuurt;0.18;0.41;0.35;0.06
Bolwerk;0.11;0.50;0.27;0.12
Weidebloembuurt;0.14;0.62;0.19;0.05
Eiland-Brandt;0.29;0.49;0.17;0.06
Rodenrijse Zoom;0.15;0.57;0.26;0.02
Gouden Griffelbuurt;0.12;0.57;0.18;0.13
Houwerzijl;0.15;0.63;0.16;0.07
Wijster;0.05;0.85;0.09;0.01
Gouden Uilbuurt;0.11;0.64;0.13;0.11
Buurt 2741;0.15;0.58;0.21;0.06
Vierhuizen;0.11;0.73;0.12;0.05
Bedrijventerrein Rodenrijs;0.16;0.55;0.19;0.10
Laak;0.06;0.52;0.20;0.22
Vlinderstrik;0.04;0.75;0.09;0.12
Oudeland;0.03;0.72;0.14;0.10
Zeldenrust;0.00;0.79;0.06;0.15
Drouwenerveen;0.01;0.98;0.00;0.01
Buurt 2851;0.12;0.57;0.15;0.16
Handel;0.18;0.55;0.27;0.00
Schildersbuurt;0.10;0.43;0.43;0.04
Bergboezem;0.01;0.54;0.02;0.43
Oudeschip;0.02;0.74;0.24;0.00
Wehe-Den Hoorn-Oost;0.01;0.79;0.16;0.03
Witteveen;0.06;0.88;0.01;0.05
Grolloo;0.03;0.87;0.03;0.07
Zeeheldenbuurt;0.16;0.47;0.36;0.01
Oldenzijl;0.05;0.77;0.18;0.00
Uithuizermeeden;0.02;0.86;0.11;0.02
De Hoefslag;0.12;0.67;0.18;0.03
Schoonloo;0.01;0.78;0.02;0.19
Oranjebuurt;0.15;0.45;0.35;0.04
Merenveld;0.09;0.35;0.47;0.09
Weihoek-Oost;0.08;0.57;0.29;0.05
Molenbuurt;0.13;0.47;0.30;0.09
Bakel;0.16;0.60;0.18;0.06
Amen;0.02;0.92;0.01;0.05
Roden West;0.09;0.59;0.25;0.07
Sterrenbuurt;0.15;0.50;0.30;0.04
Bomenbuurt;0.16;0.40;0.42;0.03
Vogelbuurt;0.11;0.46;0.40;0.03
Weihoek-West;NULL;NULL;NULL;NULL
Klappolder;0.13;0.76;0.05;0.07
Rotte Zoom;0.12;0.34;0.27;0.27
Kesseleik;0.06;0.75;0.10;0.08
Kruisweg;0.01;0.82;0.04;0.13
Prins Hendrikkwartier;0.04;0.48;0.48;0.00
Prisma;0.06;0.73;0.12;0.10
Heythuysen;0.01;0.96;0.01;0.03
Rottum;0.01;0.93;0.06;0.00
Stitswerd;0.03;0.95;0.02;0.00
Drouwenermond;0.00;0.92;0.01;0.07
Kern Heibloem;0.07;0.69;0.24;0.00
Heibloem;0.02;0.87;0.04;0.08
Stoof;0.01;0.84;0.05;0.10
Maasbracht;0.11;0.61;0.24;0.04
Brachterbeek;0.06;0.66;0.23;0.05
Kern Kelpen-Oler;0.09;0.61;0.28;0.02
Kelpen-Oler;0.02;0.86;0.01;0.11
Oud Gastel;0.01;0.94;0.01;0.05
Linnerveld en Weerd;0.00;0.57;0.05;0.38
Kern Roggel;0.08;0.64;0.24;0.04
Neer;0.00;0.93;0.00;0.07
Wateringen Noord en Ambachtshof;0.28;0.33;0.37;0.03
Kern Nunhem;0.07;0.75;0.18;0.00
Nunhem;0.03;0.72;0.20;0.05
Kantens;0.01;0.87;0.03;0.10
Stevensweert waaronder Bilt;0.07;0.66;0.21;0.06
Kern Haelen;0.07;0.69;0.20;0.05
Kern Buggenum;0.14;0.72;0.15;0.00
Buggenum;0.01;0.92;0.03;0.03
Kern Horn;0.12;0.66;0.17;0.04
Horn;0.01;0.91;0.01;0.07
in de nieuwe polders;0.01;0.69;0.30;0.00
Suydervelt;0.14;0.48;0.31;0.07
Kern Baexem;0.07;0.66;0.24;0.04
Kern Grathem;0.08;0.62;0.25;0.05
Grathem;0.01;0.88;0.00;0.12
Maasbree;0.09;0.65;0.23;0.03
Kern Ell;0.09;0.66;0.23;0.02
Ell;0.01;0.95;0.00;0.03
Haven Lauwersoog;0.09;0.69;0.16;0.06
Landelijk gebied Lauwersmeer;0.04;0.85;0.06;0.05
Kern Hunsel;0.10;0.63;0.25;0.02
Hunsel;0.00;0.97;0.00;0.03
Kern Neeritter;0.07;0.62;0.30;0.01
Leens;0.13;0.61;0.25;0.01
Ees;0.02;0.86;0.07;0.05
Kern Ittervoort;0.09;0.65;0.23;0.03
Ittervoort;0.02;0.87;0.02;0.10
Het Vonderen;0.04;0.81;0.07;0.08
Linne;0.08;0.63;0.24;0.05
Spui;0.10;0.52;0.34;0.04
Ohé;0.06;0.74;0.18;0.02
Albano;0.11;0.63;0.22;0.05
Thorn;0.12;0.59;0.27;0.02
Bronneger;0.00;0.96;0.00;0.04
Verreheide;0.04;0.78;0.02;0.15
Heel;0.11;0.60;0.26;0.03
Overige verspreide huizen;0.01;0.89;0.07;0.02
Pagnevaart;0.11;0.55;0.30;0.04
Thorn;0.02;0.66;0.16;0.15
Drouwen;0.04;0.89;0.02;0.06
Velletri;0.07;0.64;0.26;0.03
Heel;0.03;0.62;0.06;0.29
Stampersgat;0.01;0.95;0.00;0.04
Eerste Exloërmond;0.00;0.78;0.00;0.22
Beegden;0.03;0.33;0.14;0.50
Oudenbosch-Centrum;0.15;0.50;0.34;0.02
Wouw in het Noorden;0.01;0.99;0.00;0.00
Wessem;0.08;0.72;0.15;0.05
Uithuizen;0.07;0.62;0.25;0.06
De Voort en Achterste Heikant;0.04;0.84;0.05;0.07
Overige verspreide huizen;0.02;0.77;0.09;0.13
Uithuizermeeden;0.07;0.62;0.29;0.03
Elsendorp;0.02;0.89;0.01;0.08
Het Eiland;0.12;0.47;0.41;0.00
Kampen-Esdonk;0.06;0.80;0.04;0.09
Milschot-Tereyken;0.00;0.93;0.00;0.06
Mortelse Peel;0.00;0.91;0.01;0.07
Broekkant;0.02;0.86;0.01;0.11
Rooije Hoef;0.02;0.92;0.03;0.04
Nieuwerkerk;0.09;0.61;0.30;0.00
Centrum-Oud;0.14;0.35;0.43;0.08
Groote Peel;0.01;0.95;0.01;0.04
Zuurdijk;0.13;0.65;0.15;0.07
Milheeze;0.05;0.87;0.01;0.07
De Rips;0.11;0.72;0.12;0.05
Grotelse Heide en Esp;0.04;0.90;0.01;0.05
Oud Gastel;0.09;0.63;0.25;0.03
Bolsward-Zuidwest;0.09;0.75;0.14;0.02
ten zuidwesten van Bakel;0.01;0.83;0.01;0.15
Milheeze;0.09;0.65;0.20;0.06
Schuddebeurs;0.01;0.80;0.10;0.09
Kaakhorn;0.01;0.94;0.04;0.01
Oosterland;0.00;0.95;0.03;0.02
Rips;0.00;0.95;0.00;0.05
Leens;0.03;0.89;0.02;0.06
Eenrum;0.10;0.61;0.28;0.02
Stampersgat;0.08;0.73;0.16;0.03
Kroeven-Zuidwest;0.10;0.51;0.36;0.03
Kuivezand en omgeving;0.02;0.91;0.00;0.07
Leenderstrijp;0.03;0.83;0.05;0.09
Donk;0.16;0.52;0.28;0.04
Nispen;0.05;0.64;0.28;0.03
Hoeven;0.08;0.64;0.24;0.04
Westernieland;0.04;0.75;0.21;0.00
ten noorden van Oudenbosch;0.01;0.91;0.01;0.07
ten zuiden van Oudenbosch;0.00;0.91;0.00;0.09
Achter 't Hof;0.01;0.87;0.05;0.08
Kruisstraat;0.00;0.78;0.08;0.14
ten zuiden van Hoeven;0.05;0.78;0.07;0.10
Bosschenhoofd;0.08;0.61;0.24;0.07
Bedrijventerrein Bemmer;0.10;0.85;0.01;0.04
Beek en Donk;0.02;0.85;0.03;0.10
Pieterburen;0.26;0.48;0.26;0.00
Bosschenhoofd;0.03;0.82;0.01;0.14
Beers kern;0.12;0.59;0.23;0.06
Heeze;0.11;0.58;0.26;0.04
Bedrijventerrein De Poortmannen;0.21;0.76;0.01;0.02
Heeze;0.03;0.78;0.03;0.16
Leende;0.08;0.65;0.22;0.04
Villawijk Boschhoven;0.00;0.92;0.00;0.08
Groote Heide;0.01;0.92;0.00;0.06
Zevenhuizense Heide;0.01;0.80;0.00;0.19
Baarlo;0.06;0.71;0.19;0.04
Dijkse Heide;0.00;0.96;0.00;0.04
Westerhaar-Vriezenveensewijk-West;0.07;0.85;0.02;0.06
Sterksel;0.07;0.78;0.08;0.07
Ouwerkerk;0.10;0.69;0.22;0.00
Ouwerkerk;0.01;0.97;0.02;0.00
Aarle-Rixtel;0.10;0.61;0.22;0.07
Sirjansland;0.07;0.84;0.03;0.06
Ulrum;0.07;0.63;0.30;0.01
Zoutkamp;0.07;0.63;0.27;0.03
ten zuiden van Sterksel;0.00;0.67;0.00;0.33
Bedrijventerrein Torenakker;0.05;0.94;0.01;0.00
Bedrijventerrein Duivenakker;0.19;0.61;0.09;0.10
Wehe-Den Hoorn-West;0.08;0.66;0.21;0.04
Eeserveen;0.02;0.95;0.02;0.00
ten oosten van Sterksel;0.03;0.87;0.04;0.06
Beek;0.13;0.54;0.29;0.05
Stationsbuurt;0.17;0.53;0.22;0.08
Linden kern;0.10;0.85;0.03;0.01
Odoorn;0.05;0.78;0.10;0.06
Laar en Strijp;0.01;0.91;0.00;0.08
Heikant;0.05;0.82;0.04;0.09
Kaaskenswater;0.05;0.61;0.25;0.09
Tweede Exloërmond;0.09;0.61;0.15;0.16
Lieshout;0.02;0.88;0.01;0.09
Mariahout;0.15;0.55;0.26;0.04
Oude Land;0.00;0.78;0.10;0.12
in het Noorden;0.00;0.98;0.01;0.01
Scharendijke;0.08;0.74;0.18;0.00
Mariahout;0.01;0.91;0.01;0.06
Zonnemaire;0.05;0.73;0.22;0.01
Zonnemaire;0.00;0.89;0.04;0.07
Ulrum;0.01;0.87;0.03;0.09
Holst;0.00;0.99;0.01;0.00
Hooge Mierde;0.00;0.92;0.01;0.07
Scharendijke;0.02;0.85;0.01;0.11
Vlodrop Station;0.02;0.85;0.13;0.00
De Domp;0.06;0.62;0.23;0.09
Westdorp;0.01;0.89;0.00;0.10
Buitengebied ten noorden van Reusel;0.02;0.86;0.04;0.07
Buitengebied ten zuiden van Reusel;0.00;0.93;0.01;0.05
Hooge Mierde;0.07;0.72;0.16;0.05
Lage Mierde;0.00;0.90;0.03;0.08
Hulsel;0.09;0.75;0.14;0.01
Hulsel;0.01;0.82;0.06;0.11
Centrum-Nieuw;0.05;0.40;0.47;0.09
Sint Odiliënberg;0.09;0.60;0.29;0.02
Reewoude;0.08;0.91;0.01;0.00
Cuijk buitengebied ten westen;0.05;0.87;0.00;0.08
Lerop;0.03;0.97;0.00;0.00
Rothenbach;0.02;0.87;0.05;0.06
Reutje;0.02;0.83;0.15;0.00
Herreweg;0.09;0.58;0.28;0.04
Ettingen;0.07;0.57;0.35;0.01
Paarlo;0.00;0.70;0.02;0.28
Buitengebied Sint Odiliënberg;0.01;0.91;0.04;0.05
Melick;0.06;0.62;0.29;0.03
Buitengebied Melick;0.01;0.91;0.01;0.07
MERU;0.00;1.00;0.00;0.00
Buitengebied Vlodrop;0.04;0.88;0.02;0.06
Posterholt;0.10;0.59;0.30;0.01
Varst;0.06;0.90;0.05;0.00
Borg;0.36;0.61;0.03;0.00
Stationsbuurt;0.17;0.40;0.36;0.07
Scherpdeel;0.13;0.48;0.38;0.01
Herkenbosch;0.08;0.61;0.31;0.00
Bedrijventerrein Stationsweg;0.10;0.88;0.01;0.00
Buinen;0.00;0.89;0.03;0.08
Vlodrop;0.10;0.62;0.27;0.01
Kroeven-Noordoost;0.04;0.61;0.30;0.05
Bronneger;0.00;1.00;0.00;0.00
Etsberg;0.00;0.77;0.22;0.00
Nieuwenberg;0.03;0.79;0.07;0.10
Heerma van Vossstraat-Molenbeek;0.08;0.62;0.24;0.06
Bovendonk;0.06;0.63;0.20;0.11
Langdonk-West;0.06;0.58;0.34;0.02
Vroenhout;0.07;0.82;0.02;0.09
Kroeven-Noordwest;0.06;0.56;0.33;0.06
Tolberg-Oost;0.13;0.58;0.21;0.07
Zeddam;0.09;0.66;0.23;0.02
Langdonk-Oost;0.08;0.55;0.29;0.08
Vierhoeven;0.12;0.54;0.26;0.09
Kortendijk A;0.10;0.57;0.27;0.06
Kortendijk C;0.11;0.53;0.27;0.08
Kortendijk L;0.12;0.45;0.31;0.11
Landerije;0.12;0.64;0.13;0.11
Kerkwerve;0.07;0.59;0.34;0.00
Bakkersberg-Langendijk;0.05;0.74;0.09;0.13
Hulsdonk;0.21;0.51;0.25;0.04
Tolberg-Centrum;0.10;0.60;0.23;0.07
Tolberg-West;0.12;0.56;0.28;0.04
Haiink;0.01;0.92;0.01;0.07
Borchwerf-Noord;0.10;0.77;0.04;0.09
Majoppeveld-Noord;0.06;0.78;0.08;0.08
Majoppeveld-Zuid;0.04;0.87;0.02;0.08
Vijfhuizenberg;0.01;0.86;0.07;0.06
Heerle;0.01;0.89;0.00;0.10
Moerstraten;0.13;0.57;0.29;0.00
Anloo;0.00;0.80;0.15;0.05
Eursinge en Pesse;0.02;0.97;0.00;0.00
Nispen;0.05;0.89;0.01;0.05
Wouw;0.07;0.59;0.30;0.04
Oosteinde-Buiten;0.00;0.83;0.00;0.17
Ruinerwold-Buiten;0.00;0.93;0.01;0.07
Moerstraten;0.00;0.92;0.00;0.08
Wouwse Plantage;0.08;0.57;0.18;0.17
Dreischor;0.06;0.60;0.34;0.00
Noordgouwe;0.08;0.71;0.17;0.04
Koekange;0.08;0.66;0.23;0.03
Koekange;0.00;0.88;0.01;0.10
Wouwse Plantage;0.00;0.84;0.01;0.14
Oosterland;0.08;0.64;0.28;0.00
Malta;0.10;0.57;0.28;0.05
Noordgouwe en Schuddebeurs;0.00;0.87;0.06;0.06
Bruinisse;0.08;0.58;0.33;0.01
Recreatiegebied;0.11;0.78;0.04;0.06
Bruinisse;0.01;0.86;0.08;0.05
ten zuiden van Ellemeet;0.00;0.92;0.02;0.06
Nieuw-Annerveen;0.00;0.64;0.22;0.14
Zierikzee binnen de vesten;0.15;0.50;0.30;0.05
Sirjansland;0.11;0.68;0.21;0.00
Annen;0.09;0.75;0.12;0.04
Poortambacht;0.16;0.51;0.31;0.03
Zuidhoek;0.07;0.81;0.06;0.05
Eext;0.01;0.84;0.10;0.05
Ruinerwold;0.07;0.68;0.24;0.02
Nieuwerkerk;0.02;0.91;0.03;0.04
Haamstede;0.13;0.60;0.21;0.06
Anderen;0.02;0.92;0.06;0.00
Kortgene-Oost;0.10;0.78;0.12;0.00
Kortgene;0.01;0.92;0.01;0.06
Westenschouwen;0.19;0.61;0.15;0.05
Colijnsplaat;0.13;0.62;0.23;0.02
Colijnsplaat;0.00;0.93;0.01;0.06
Kats;0.10;0.69;0.21;0.00
Kats;0.00;0.96;0.01;0.03
Oude Moolweg en Laone;0.14;0.66;0.14;0.06
Hoogenboomlaan;0.05;0.79;0.12;0.04
Kamperland;0.09;0.68;0.21;0.02
Recreatiegebied Kamperland;0.06;0.84;0.04;0.06
Kamperland;0.08;0.83;0.04;0.04
Wissenkerke;0.12;0.55;0.33;0.00
Noordwelle;0.04;0.85;0.05;0.06
Serooskerke;0.08;0.69;0.23;0.00
Gasteren;0.01;0.90;0.06;0.02
Wissenkerke;0.00;0.91;0.02;0.07
Annen;0.00;0.86;0.05;0.09
Eext;0.04;0.83;0.08;0.06
Anderen;0.00;0.87;0.08;0.05
Nieuw-Annerveen;0.01;0.85;0.12;0.01
Schipborg;0.02;0.90;0.01;0.08
Eexterveen;0.00;1.00;0.00;0.00
Annerveenschekanaal;0.00;0.86;0.03;0.11
Gasteren;0.00;0.79;0.10;0.11
Oud-Annerveen;0.00;1.00;0.00;0.00
De Wijk;0.00;0.91;0.01;0.07
Annerveenschekanaal;0.02;0.88;0.09;0.01
Ballo;0.00;0.95;0.01;0.04
Eexterveenschekanaal;0.02;0.89;0.09;0.00
Eexterveenschekanaal;0.01;0.98;0.00;0.00
Geersdijk;0.10;0.71;0.17;0.02
Eexterzandvoort;0.00;0.84;0.16;0.00
Gasselte;0.03;0.82;0.08;0.07
Gasselte;0.02;0.88;0.03;0.07
Gasselternijveen;0.05;0.75;0.15;0.05
Gasselternijveenschemond;0.05;0.81;0.05;0.10
Gasselterboerveenschemond;0.00;1.00;0.00;0.00
Buinerveen;0.01;0.93;0.00;0.06
Gasselternijveenschemond;0.00;0.96;0.00;0.04
Gieten;0.07;0.71;0.20;0.03
Veghel Zuid 2;0.10;0.59;0.31;0.01
Borger;0.05;0.79;0.08;0.08
Buinen;0.02;0.93;0.04;0.02
Gieten;0.01;0.91;0.02;0.07
Deurze;0.00;0.89;0.01;0.10
Valthe;0.05;0.80;0.09;0.06
Nooitgedacht;0.07;0.78;0.09;0.06
Nieuwediep;0.01;0.88;0.08;0.02
Gieterveen;0.00;0.91;0.04;0.04
Rolde;0.06;0.75;0.14;0.06
Ekehaar;0.01;0.84;0.09;0.07
Grolloo;0.00;0.83;0.07;0.09
Ekehaar;0.07;0.90;0.01;0.02
Ees;0.07;0.85;0.03;0.05
Drouwen;0.01;0.95;0.00;0.04
Drouwenermond;0.02;0.75;0.01;0.21
Bronnegerveen;0.00;0.99;0.00;0.01
Eesergroen;0.00;0.93;0.00;0.06
Nieuw-Buinen;0.10;0.67;0.15;0.08
Cuijk industriegebied;0.24;0.60;0.07;0.09
Nieuw-Buinen;0.00;0.87;0.02;0.10
Buinerveen;0.04;0.86;0.09;0.01
Odoorn;0.00;0.95;0.00;0.05
Exloo;0.05;0.74;0.15;0.06
Exloo;0.01;0.76;0.15;0.08
Valthe;0.00;0.74;0.12;0.14
Klijndijk;0.03;0.85;0.03;0.09
Klijndijk;0.00;0.93;0.04;0.03
Exloërveen;0.00;0.99;0.00;0.01
Odoornerveen;0.00;0.99;0.00;0.00
Odoornerveen;0.00;0.91;0.05;0.04
Tweede Exloërmond;0.01;0.75;0.16;0.08
Valthermond;0.06;0.73;0.11;0.10
Zandberg;0.09;0.86;0.04;0.00
Tweede Valthermond;0.00;0.96;0.00;0.04
Sint Agatha kern;0.16;0.72;0.09;0.02
Linden buitengebied;0.00;0.80;0.03;0.16
Katwijk buitengebied;0.21;0.50;0.07;0.23
Katwijk kern;0.07;0.68;0.08;0.17
Katwijk havengebied;0.22;0.57;0.20;0.01
Vianen kern;0.10;0.68;0.22;0.00
Schaijk;0.10;0.67;0.17;0.05
Vianen buitengebied;0.02;0.91;0.01;0.06
Cuijk Padbroek;0.11;0.60;0.24;0.05
Cuijk kern;0.18;0.48;0.30;0.04
Oventje;0.05;0.80;0.04;0.11
Cuijk Heeswijkse Kampen;0.13;0.56;0.23;0.08
Haakswold;0.00;0.81;0.00;0.19
Oosteinde;0.04;0.79;0.10;0.07
Cuijk buitengebied ten zuid-westen;0.01;0.91;0.01;0.07
